InstanceHardnessThreshold	100	4	9.72	17.42	0.7005	nan	0.8168	nan
InstanceHardnessThreshold	200	4	6.74	19.17	0.7035	nan	0.8177	nan
InstanceHardnessThreshold	10	8	28.98	61.35	0.9773	nan	0.9870	nan
InstanceHardnessThreshold	100	8	44.36	65.70	0.9630	nan	0.9782	nan
InstanceHardnessThreshold	200	8	41.78	75.42	0.9298	nan	0.9548	nan

NearMiss	10	1	1.50	1.87	0.2955	0.2654	0.5401	0.4869
NearMiss	100	1	1.53	1.79	0.2540	0.2136	0.4889	0.4387
NearMiss	200	1	1.50	2.46	0.2351	0.1347	0.4715	0.3444
NearMiss	10	4	6.25	13.72	0.7686	0.5757	0.8641	0.7188
NearMiss	100	4	9.72	17.42	0.7081	0.5575	0.8217	0.7179
NearMiss	200	4	6.74	19.17	0.7010	0.5250	0.8168	0.6988
NearMiss	10	8	28.98	61.35	0.9751	0.7886	0.9859	0.8563
NearMiss	100	8	44.36	65.70	0.9678	0.7464	0.9802	0.8212
NearMiss	200	8	41.78	75.42	0.9538	0.7250	0.9722	0.8141

NeighbourhoodCleaningRule	10	1	1.50	1.87	0.3081	0.2998	0.5458	0.5218
NeighbourhoodCleaningRule	100	1	1.53	1.79	0.2326	0.2259	0.4737	0.4665
NeighbourhoodCleaningRule	200	1	1.50	2.46	0.2023	0.1947	0.4583	0.4323
NeighbourhoodCleaningRule	10	4	6.25	13.72	0.7617	0.7523	0.8588	0.8534
NeighbourhoodCleaningRule	100	4	9.72	17.42	0.7130	0.6947	0.8244	0.8121
NeighbourhoodCleaningRule	200	4	6.74	19.17	0.6968	0.6131	0.8132	0.7608
NeighbourhoodCleaningRule	10	8	28.98	61.35	0.9702	0.9763	0.9831	0.9867
NeighbourhoodCleaningRule	100	8	44.36	65.70	0.9570	0.9641	0.9747	0.9789
NeighbourhoodCleaningRule	200	8	41.78	75.42	0.9440	0.9283	0.9635	0.9575

OneSidedSelection	10	1	1.50	1.87	0.3016	0.2715	0.5416	0.5088
OneSidedSelection	100	1	1.53	1.79	0.2398	0.2586	0.4800	0.4921
OneSidedSelection	200	1	1.50	2.46	0.2195	0.2600	0.4695	0.4822
OneSidedSelection	10	4	6.25	13.72	0.7466	0.5828	0.8489	0.7291
OneSidedSelection	100	4	9.72	17.42	0.7011	0.5801	0.8164	0.7297
OneSidedSelection	200	4	6.74	19.17	0.7064	0.4502	0.8207	0.6149
OneSidedSelection	10	8	28.98	61.35	0.9743	0.5391	0.9851	0.6820
OneSidedSelection	100	8	44.36	65.70	0.9688	0.6298	0.9802	0.7303
OneSidedSelection	200	8	41.78	75.42	0.9339	0.5478	0.9586	0.6987

RandomUnderSampler	10	1	1.50	1.87	0.3373	0.2988	0.5666	0.5240
RandomUnderSampler	100	1	1.53	1.79	0.2075	0.2552	0.4548	0.4611
RandomUnderSampler	200	1	1.50	2.46	0.1996	0.1712	0.4507	0.4040
RandomUnderSampler	10	4	6.25	13.72	0.7472	0.7441	0.8506	0.8467
RandomUnderSampler	100	4	9.72	17.42	0.7061	0.7285	0.8186	0.8367
RandomUnderSampler	200	4	6.74	19.17	0.6914	0.7084	0.8099	0.8203
RandomUnderSampler	10	8	28.98	61.35	0.9762	0.9624	0.9867	0.9789
RandomUnderSampler	100	8	44.36	65.70	0.9628	0.9645	0.9782	0.9787
RandomUnderSampler	200	8	41.78	75.42	0.9538	0.9341	0.9706	0.9549

TomekLinks	10	1	1.50	1.87	0.2833	0.2653	0.5270	0.5059
TomekLinks	100	1	1.53	1.79	0.2519	0.2813	0.4872	0.5065
TomekLinks	200	1	1.50	2.46	0.1951	0.1901	0.4521	0.4340
TomekLinks	10	4	6.25	13.72	0.7757	0.7581	0.8687	0.8565
TomekLinks	100	4	9.72	17.42	0.7284	0.7119	0.8333	0.8210
TomekLinks	200	4	6.74	19.17	0.7213	0.6608	0.8313	0.7910
TomekLinks	10	8	28.98	61.35	0.9722	0.9723	0.9848	0.9845
TomekLinks	100	8	44.36	65.70	0.9701	0.9661	0.9821	0.9796
TomekLinks	200	8	41.78	75.42	0.9429	0.9538	0.9649	0.9696

